iter	Logloss
828	0.2765042432
829	0.276447878
830	0.2763245368
831	0.2762299545
832	0.2761393032
833	0.2760227305
834	0.2759595377
835	0.2758700983
836	0.2757185597
837	0.2755903119
838	0.2754698081
839	0.2753579941
840	0.2752626433
841	0.2751768985
842	0.275088198
843	0.2749974581
844	0.2749009546
845	0.2748027367
846	0.2747263024
847	0.2746365674
848	0.2745217681
849	0.2744239936
850	0.2743225541
851	0.2742054494
852	0.2741223351
853	0.274034876
854	0.273930865
855	0.2738592189
856	0.2737625676
857	0.2736739854
858	0.2735603388
859	0.2734931853
860	0.2734111056
861	0.2733187696
862	0.273241685
863	0.273170364
864	0.2731034471
865	0.2729821452
866	0.272900568
867	0.2728352175
868	0.2726992258
869	0.2725842492
870	0.2724729967
871	0.2724239026
872	0.2723273991
873	0.2722397035
874	0.2721716929
875	0.2721063129
876	0.2720304106
877	0.2719077491
878	0.2717782896
879	0.2717000818
880	0.2716100513
881	0.2715016067
882	0.2713528169
883	0.2712542444
884	0.2711163315
885	0.2709939656
886	0.2708911074
887	0.2707750076
888	0.2706782085
889	0.2705784537
890	0.2705074578
891	0.2704065503
892	0.2702985787
893	0.2702517013
894	0.2701431385
895	0.2701037686
896	0.2700616204
897	0.2699713238
898	0.2698994117
899	0.2698007801
900	0.2697586614
901	0.2696801285
902	0.2695994971
903	0.2694992398
904	0.2694293375
905	0.2693580757
906	0.2692763506
907	0.2692059459
908	0.2691003684
909	0.2690136482
910	0.268941145
911	0.2688383754
912	0.2687691234
913	0.2686890535
914	0.2686258016
915	0.2685395543
916	0.268499416
917	0.2683602026
918	0.2682758765
919	0.2681882697
920	0.2681228601
921	0.2680434109
922	0.2679896763
923	0.2679250352
924	0.2678793697
925	0.2677711616
926	0.2676910918
927	0.267580992
928	0.2674981438
929	0.2674587148
930	0.2673470486
931	0.2672540328
932	0.2671214993
933	0.267069213
934	0.2669787391
935	0.2668805804
936	0.2668056534
937	0.2667317905
938	0.2666610311
939	0.2665274336
940	0.2664458859
941	0.2663082982
942	0.2662226125
943	0.266127173
944	0.2660266793
945	0.2659838513
946	0.2659167865
947	0.2658580272
948	0.2658039379
949	0.2657186069
950	0.265671168
951	0.2655967435
952	0.2655079248
953	0.2653690661
954	0.265320504
955	0.2652210448
956	0.2651478617
957	0.2650628854
958	0.2649819289
959	0.2648542132
960	0.264776301
961	0.264690704
962	0.2646231367
963	0.2645524956
964	0.2644155876
965	0.264343173
966	0.2642586401
967	0.2642192998
968	0.2641225302
969	0.2640444111
970	0.2639780262
971	0.2638862813
972	0.2638414729
973	0.2637685263
974	0.2636777864
975	0.26359615
976	0.2634927006
977	0.2634199904
978	0.2633544626
979	0.2633060779
980	0.2632215449
981	0.2631426278
982	0.2630703905
983	0.2630182816
984	0.2629678278
985	0.2628652356
986	0.2627935008
987	0.2627094998
988	0.2626552037
989	0.2625722373
990	0.2624561966
991	0.2624142257
992	0.2623226581
993	0.2622659974
994	0.2622052578
995	0.2621456119
996	0.2620600148
997	0.2619982408
998	0.2619088309
999	0.2618067411
